Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,C (all),FV,RH,RL,RM,BrkTil,CBlock,PConc,Stone,Wood,1.5Fin,1.5Unf,1Story,2.5Unf,2Story,SFoyer,SLvl,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,predicted Price
416,20,73.0,8899,2,0,7,5,2007,2007,0.0,2,2.0,7.0,24,0,1316,1340,3.0,1340,0,0,1340,0,0,2,0,3,1,2,6,0,2007.0,2.0,2,396,100,30,0,0,0,0,0,8,2007,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
819,80,80.0,8816,3,0,6,7,1971,1971,80.0,1,1.0,7.0,504,0,506,1010,2.0,1052,0,0,1052,1,0,1,0,3,1,1,6,0,1971.0,0.0,2,440,0,0,0,0,0,0,0,6,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
908,50,86.0,11500,2,0,7,7,1936,1987,0.0,2,2.0,4.0,223,0,794,1017,2.0,1020,1037,0,2057,0,0,1,1,3,1,2,6,1,1936.0,2.0,1,180,0,0,0,0,322,0,0,6,2006,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537,60,57.0,8924,2,0,7,5,1998,1999,0.0,1,2.0,1.0,0,0,880,880,3.0,880,844,0,1724,0,0,2,1,3,1,2,8,0,1998.0,2.0,2,527,120,155,0,0,0,0,0,7,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,120,59.0,8198,3,0,7,5,2004,2004,146.0,2,2.0,7.0,720,0,638,1358,3.0,1358,0,0,1358,1,0,2,0,2,1,2,6,1,2004.0,1.0,2,484,192,30,0,0,0,0,0,7,2008,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
541,20,85.0,14601,3,0,9,5,2006,2006,584.0,3,3.0,7.0,1260,0,578,1838,3.0,1838,0,0,1838,1,0,2,0,2,1,3,8,1,2006.0,2.0,3,765,270,68,0,0,0,0,0,3,2009,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
441,20,105.0,15431,3,0,10,5,2008,2008,200.0,3,3.0,7.0,1767,539,788,3094,3.0,2402,0,0,2402,1,0,2,0,2,1,3,10,2,2008.0,2.0,3,672,0,72,0,0,170,0,0,4,2009,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
30,30,60.0,6324,2,0,4,6,1927,1950,0.0,1,1.0,1.0,0,0,520,520,0.0,520,0,0,520,0,0,1,0,1,1,0,4,0,1920.0,0.0,1,240,49,0,87,0,0,0,0,5,2008,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132642.0
610,20,61.0,7943,3,0,4,5,1961,1961,192.0,1,1.0,4.0,903,0,126,1029,2.0,1029,0,0,1029,1,0,1,0,3,1,1,5,0,1961.0,0.0,1,261,64,0,39,0,0,0,0,4,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1179,50,54.0,7681,2,0,5,6,1921,1950,0.0,1,1.0,1.0,0,0,731,731,3.0,820,523,0,1343,0,0,1,1,3,1,1,7,1,1921.0,0.0,1,186,192,0,102,0,0,0,0,7,2009,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,20,90.0,12378,2,0,9,5,2003,2004,0.0,2,3.0,7.0,1274,0,622,1896,3.0,1944,0,0,1944,1,0,2,0,3,1,3,8,3,2003.0,2.0,3,708,208,175,0,0,0,0,0,11,2006,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1062,30,120.0,18000,3,-1,3,4,1935,1950,0.0,0,1.0,1.0,0,0,894,894,1.0,894,0,0,894,0,0,1,0,2,1,1,6,0,1994.0,1.0,3,1248,0,20,0,0,0,0,560,8,2008,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,20,69.0,7599,3,0,4,6,1982,2006,0.0,1,1.0,6.0,565,0,280,845,1.0,845,0,0,845,1,0,1,0,2,1,1,4,0,1987.0,0.0,2,360,0,0,0,0,0,0,0,6,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427645.02
275,20,76.0,8314,3,0,5,7,1982,1982,0.0,1,1.0,6.0,546,0,270,816,1.0,816,0,0,816,0,0,1,0,2,1,1,5,0,1982.0,0.0,1,264,168,0,0,0,0,0,0,6,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,60,94.0,13005,2,0,7,7,1980,1980,278.0,2,2.0,7.0,692,0,153,845,1.0,1153,1200,0,2353,1,0,2,1,4,1,3,10,1,1983.0,1.0,2,484,288,195,0,0,0,0,0,8,2009,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
725,20,86.0,13286,2,0,9,5,2007,2008,340.0,3,3.0,7.0,1234,0,464,1698,3.0,1698,0,0,1698,1,0,2,0,3,1,3,8,1,2007.0,2.0,3,768,327,64,0,0,0,0,0,2,2009,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1415,50,64.0,13053,3,1,6,7,1923,2000,0.0,1,1.0,1.0,0,0,833,833,2.0,1053,795,0,1848,0,0,1,1,4,1,2,8,1,1922.0,0.0,2,370,0,0,0,0,220,0,0,6,2008,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
671,60,64.0,8633,3,0,6,5,2005,2005,0.0,2,2.0,7.0,193,0,545,738,3.0,738,738,0,1476,1,0,2,1,3,1,2,7,0,2005.0,2.0,2,540,100,35,0,0,0,0,0,2,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1053,60,100.0,9500,3,0,6,6,1964,1978,272.0,1,1.0,4.0,442,0,374,816,1.0,1127,850,0,1977,0,1,1,1,4,1,1,9,1,1964.0,1.0,2,540,0,52,0,0,0,0,0,6,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
629,60,70.0,11606,2,2,5,5,1969,1969,192.0,1,2.0,4.0,650,0,390,1040,1.0,1040,1040,0,2080,0,1,1,2,5,1,0,9,2,1969.0,0.0,2,504,335,0,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
1044,60,86.0,11839,3,0,7,5,1990,1990,99.0,1,2.0,7.0,1085,0,390,1475,3.0,1532,797,0,2329,1,0,2,1,4,1,2,10,1,1990.0,0.0,2,514,192,121,0,0,0,0,0,5,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
430,20,130.0,11457,2,0,6,5,1988,1988,0.0,1,2.0,7.0,1005,0,387,1392,1.0,1412,0,0,1412,1,0,2,0,3,1,2,6,1,1988.0,0.0,2,576,0,0,169,0,0,0,0,3,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
512,120,40.0,6792,2,0,7,5,2005,2006,94.0,2,2.0,1.0,0,0,1368,1368,3.0,1368,0,0,1368,0,0,2,0,2,1,2,6,1,2005.0,1.0,2,474,132,35,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1076,70,75.0,13125,3,0,7,6,1940,1984,0.0,1,1.0,5.0,410,0,390,800,1.0,960,780,0,1740,0,0,1,1,3,1,1,6,2,1940.0,0.0,1,240,0,0,0,0,0,0,0,7,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
474,20,110.0,14977,2,0,8,5,2006,2007,304.0,2,3.0,7.0,1350,0,626,1976,3.0,1976,0,0,1976,1,0,2,0,2,1,2,7,1,2006.0,1.0,3,908,250,63,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1239,20,63.0,13072,3,0,6,5,2005,2005,0.0,2,2.0,1.0,0,0,1141,1141,3.0,1141,0,0,1141,0,0,1,1,3,1,1,6,0,2005.0,0.0,2,484,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
64,70,50.0,10300,2,1,7,6,1921,1950,0.0,1,1.0,1.0,0,0,576,576,2.0,902,808,0,1710,0,0,2,0,3,1,1,9,0,1990.0,0.0,2,480,12,11,64,0,0,0,0,4,2010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120073.6
218,70,57.0,9906,3,0,4,4,1925,1950,0.0,1,1.0,1.0,0,0,686,686,0.0,810,518,0,1328,0,0,1,0,3,1,1,8,0,1940.0,0.0,1,210,0,172,60,0,0,0,0,9,2006,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178571.7
555,60,85.0,10625,3,0,7,5,2003,2004,292.0,2,2.0,7.0,866,0,132,998,3.0,1006,1040,0,2046,1,0,2,1,3,1,2,8,1,2003.0,1.0,3,871,320,62,0,0,0,0,0,8,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
994,60,68.0,8846,3,0,6,5,2005,2006,0.0,1,2.0,1.0,0,0,750,750,3.0,750,750,0,1500,0,0,2,1,3,1,2,6,0,2005.0,1.0,2,564,0,35,0,0,0,0,0,8,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,30,60.0,10800,3,0,4,7,1885,1995,0.0,1,0.0,1.0,0,0,641,641,2.0,1047,0,0,1047,0,0,1,0,2,1,1,6,0,1954.0,0.0,1,273,0,0,0,0,0,0,450,8,2007,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192501.46
1143,60,77.0,9965,3,0,8,5,2006,2007,340.0,2,3.0,7.0,1150,0,316,1466,3.0,1466,1362,0,2828,1,0,3,0,4,1,2,11,1,2006.0,1.0,3,1052,125,144,0,0,0,0,0,4,2007,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,20,120.0,10356,3,0,5,6,1975,1975,0.0,1,1.0,5.0,716,0,253,969,1.0,969,0,0,969,0,0,1,1,3,1,1,5,0,1975.0,0.0,2,440,0,0,0,0,0,0,0,1,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186676.8
527,20,70.0,13300,3,0,5,7,1956,2000,0.0,1,2.0,4.0,377,0,551,928,1.0,928,0,0,928,0,0,1,0,2,1,1,4,0,1956.0,0.0,1,252,261,0,156,0,0,0,0,6,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
958,20,70.0,7420,3,0,5,5,1962,1962,0.0,1,1.0,4.0,417,0,640,1057,1.0,1057,0,0,1057,0,0,1,0,3,1,1,6,0,1977.0,2.0,2,576,0,0,0,0,0,0,0,4,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
184,50,63.0,11426,3,0,7,5,2003,2003,0.0,1,2.0,1.0,0,0,1362,1362,3.0,1362,720,0,2082,0,0,2,1,3,1,2,6,0,2003.0,0.0,2,484,280,238,0,0,0,0,0,6,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190245.58
483,70,50.0,2500,3,0,7,8,1915,2005,0.0,2,1.0,6.0,299,0,611,910,3.0,916,910,0,1826,1,0,1,1,4,1,3,7,1,1915.0,0.0,1,164,0,0,0,0,0,0,0,6,2009,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1367,60,68.0,9179,2,0,7,5,1999,1999,158.0,2,2.0,7.0,633,0,240,873,3.0,882,908,0,1790,1,0,2,1,3,1,2,7,0,1999.0,1.0,2,588,0,88,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,60,85.0,11475,3,0,6,6,1975,1975,0.0,1,2.0,6.0,550,0,163,713,1.0,811,741,0,1552,1,0,2,1,3,1,1,6,1,1975.0,1.0,2,434,209,208,0,0,0,0,0,2,2006,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1267,190,60.0,10120,2,1,7,4,1910,1950,0.0,0,1.0,1.0,0,0,925,925,1.0,964,925,0,1889,0,0,1,1,4,2,1,9,1,1960.0,0.0,1,308,0,0,264,0,0,0,0,1,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
236,160,21.0,1680,3,0,6,3,1971,1971,604.0,1,1.0,6.0,358,0,125,483,1.0,483,504,0,987,0,0,1,1,2,1,1,5,0,1971.0,0.0,1,264,0,0,0,0,0,0,0,8,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
763,60,72.0,8640,3,0,7,5,2009,2009,0.0,1,2.0,7.0,24,0,732,756,3.0,764,783,0,1547,0,0,2,1,3,1,2,7,0,2009.0,0.0,2,614,169,45,0,0,0,0,0,6,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
705,20,70.0,8400,3,0,7,5,2004,2005,109.0,2,2.0,7.0,712,0,761,1473,3.0,1484,0,0,1484,1,0,2,0,3,1,2,7,0,2004.0,1.0,2,606,0,35,0,144,0,0,0,5,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,20,78.0,10335,2,0,5,6,1968,1993,0.0,1,1.0,4.0,570,0,891,1461,2.0,1721,0,0,1721,0,0,2,1,3,1,1,7,1,1968.0,1.0,2,440,0,96,180,0,0,0,0,7,2006,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,204878.32
472,60,92.0,11952,3,0,7,6,1977,1977,0.0,1,2.0,1.0,0,0,808,808,1.0,1161,808,0,1969,0,0,2,1,3,1,1,8,1,1977.0,1.0,2,534,0,0,0,0,276,0,0,11,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
564,50,66.0,21780,3,0,6,7,1918,1950,0.0,1,2.0,1.0,0,0,1163,1163,3.0,1163,511,0,1674,0,0,2,0,4,1,1,8,1,1955.0,2.0,2,396,72,36,0,0,144,0,0,7,2008,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1112,60,80.0,10480,3,0,7,6,1976,1976,660.0,1,1.0,6.0,403,0,400,803,1.0,1098,866,0,1964,0,0,2,1,4,1,1,8,1,1976.0,1.0,2,483,0,69,0,0,0,0,0,9,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
748,70,65.0,11700,2,0,7,7,1880,2003,0.0,2,1.0,1.0,0,0,1240,1240,1.0,1320,1320,0,2640,0,0,1,1,4,1,2,8,1,1950.0,0.0,4,864,181,0,386,0,0,0,0,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1385,50,60.0,9060,3,0,6,5,1939,1950,0.0,1,1.0,4.0,204,0,356,560,1.0,698,560,0,1258,0,0,1,0,2,1,1,6,0,1939.0,0.0,1,280,0,0,0,0,0,0,0,10,2009,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
584,75,75.0,13500,3,0,10,9,1893,2000,0.0,3,1.0,1.0,0,0,1237,1237,2.0,1521,1254,0,2775,0,0,3,1,3,1,2,9,1,1988.0,0.0,2,880,105,502,0,0,0,0,0,7,2008,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1333,20,67.0,8877,3,0,4,6,1938,1958,0.0,1,1.0,6.0,690,0,126,816,3.0,816,0,0,816,1,0,1,0,2,1,1,3,1,1958.0,0.0,1,288,0,0,0,0,0,0,0,5,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1092,160,24.0,2160,3,0,7,5,1999,2000,212.0,2,2.0,5.0,510,0,90,600,3.0,624,628,0,1252,1,0,2,1,2,1,2,4,0,1999.0,0.0,2,462,0,48,0,0,0,0,0,3,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
1438,20,96.0,12444,3,0,8,5,2008,2008,426.0,3,3.0,7.0,1336,0,596,1932,3.0,1932,0,0,1932,1,0,2,0,2,1,3,7,1,2008.0,2.0,3,774,0,66,0,304,0,0,0,11,2008,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1129,60,59.0,11796,2,0,7,5,2004,2005,0.0,2,2.0,1.0,0,0,847,847,3.0,847,1112,0,1959,0,0,2,1,4,1,2,8,1,2004.0,2.0,2,434,100,48,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1103,20,70.0,7000,3,0,5,7,1960,2002,45.0,1,1.0,4.0,588,0,422,1010,3.0,1134,0,0,1134,0,0,1,0,2,1,1,6,0,1960.0,1.0,1,254,0,16,0,0,0,0,0,4,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
914,90,82.0,6270,3,2,5,6,1949,1950,0.0,1,1.0,5.0,284,0,717,1001,1.0,1001,1001,0,2002,0,0,2,0,4,2,1,8,0,1949.0,0.0,3,871,0,0,0,0,0,0,0,8,2007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
842,70,60.0,10440,3,0,5,8,1904,2002,0.0,1,1.0,1.0,0,0,650,650,2.0,958,581,0,1539,0,0,2,0,3,1,2,8,1,1983.0,0.0,2,686,70,78,68,0,0,0,0,6,2008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
814,20,75.0,9750,3,0,6,6,1958,1958,243.0,1,1.0,4.0,608,0,834,1442,2.0,1442,0,0,1442,0,0,1,1,4,1,1,7,0,1958.0,1.0,1,301,0,0,275,0,0,0,500,4,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
768,50,75.0,12508,2,0,6,7,1940,1985,0.0,1,2.0,6.0,660,0,323,983,3.0,983,767,0,1750,1,0,2,0,4,1,1,7,0,1989.0,0.0,1,423,245,0,156,0,0,0,1300,7,2008,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
551,120,53.0,4043,3,0,6,6,1977,1977,0.0,1,2.0,6.0,559,0,510,1069,1.0,1069,0,0,1069,0,0,2,0,2,1,1,4,0,1977.0,1.0,2,440,0,55,0,0,200,0,0,10,2008,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
403,30,60.0,10200,3,0,5,8,1940,1997,0.0,1,1.0,1.0,0,0,672,672,3.0,672,0,0,672,0,0,1,0,2,1,1,4,0,1940.0,0.0,1,240,168,0,0,0,0,0,0,8,2008,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1021,20,60.0,7024,3,0,4,5,2005,2005,0.0,1,2.0,7.0,1024,0,108,1132,3.0,1132,0,0,1132,1,0,1,1,2,1,2,5,0,2005.0,2.0,2,451,252,64,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,20,43.0,13568,1,0,5,5,1995,1995,0.0,1,2.0,6.0,716,0,274,990,3.0,990,0,0,990,0,1,1,0,3,1,1,5,0,1996.0,0.0,2,576,224,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366422.98
1133,70,90.0,9900,3,0,6,4,1880,1950,0.0,1,1.0,1.0,0,0,1008,1008,1.0,1178,1032,0,2210,0,0,2,0,5,1,0,8,0,1930.0,0.0,1,205,0,48,0,0,0,0,0,5,2007,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1255,60,60.0,6931,3,0,7,5,2003,2004,92.0,2,2.0,1.0,0,0,746,746,3.0,760,896,0,1656,0,0,2,1,3,1,2,7,1,2003.0,2.0,2,397,178,128,0,0,0,0,0,7,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1371,50,90.0,5400,3,0,4,6,1920,1950,0.0,0,1.0,6.0,315,105,420,840,3.0,840,534,0,1374,0,0,1,0,2,1,1,6,0,1967.0,2.0,1,338,0,0,198,0,0,0,0,10,2009,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
516,20,94.0,12220,3,0,10,5,2009,2009,305.0,3,3.0,7.0,1436,0,570,2006,3.0,2020,0,0,2020,1,0,2,1,3,1,3,9,1,2009.0,2.0,3,900,156,54,0,0,0,0,0,9,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1426,20,80.0,10721,2,0,6,6,1959,1959,243.0,2,1.0,1.0,0,0,1252,1252,3.0,1252,0,0,1252,0,0,1,0,3,1,2,7,0,1960.0,0.0,2,528,0,39,0,0,0,0,0,10,2008,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
